Geneid,<2C,G1,S,G2M,>4C,desc,class,selected
Tb927.7.3130,0.0005495985634013639,0.12999055580776553,0.2758556040079398,0.22287213718071627,1.0,Transition Zone Protein 103 kDa,>4C,yes
Tb927.7.3560,1.5567238289011663e-05,0.02652351128746908,0.019681927234362774,0.015715651528034294,1.0,Component of motile flagella 7,>4C,yes
Tb927.7.3680,0.08106693901158955,0.4041438873148115,0.40585051992483345,1.0,0.018491871456988416,ubiquitin/ribosomal protein S27a  putative,G2M,yes
Tb927.10.8780,0.003032174287045449,0.14603094482145457,0.2413156412432089,0.5140439507377587,1.0,AAA domain containing protein  putative,>4C,yes
Tb927.10.8330,0.000741548211976156,0.007051204969025489,0.5937758893928992,1.0,0.5256271279886241,S. cerevisiae PSP1 homologue  putative,G2M,yes
Tb927.3.4100,0.0005632340680021781,1.0,0.5261894299735803,0.24405799476272352,0.0439759077788352,Pyruvate transporter  putative,G1,yes
Tb927.11.11990,0.0,0.273113820898426,1.0,0.5184305360786975,0.11730461760107302,hypothetical protein,S,yes
Tb927.5.2010,2.0753774811511624e-06,1.0,0.2192038495858999,0.5605629762703987,0.14962109820197597,hypothetical protein,G1,yes
Tb927.10.8140,0.0,1.0,0.4225277614853345,0.08169146032751658,0.02015103123048823,EVE domain containing protein  putative,G1,yes
Tb927.5.2040,0.008789457744879521,0.45041672271882555,0.7281463296983332,0.2168841992167068,1.0,hypothetical protein  conserved,>4C,yes
Tb927.3.4240,0.010942551978189396,0.15672612940177483,1.0,0.8263815010811918,0.1620308591419101,thioredoxin  putative,S,yes
Tb927.6.350,0.0,0.9661556864483446,1.0,0.15860188136297396,0.11959601376286125,hypothetical protein  conserved,S,yes
Tb927.7.3920,0.0003565204194746875,1.0,0.34194473125930325,0.47746694173778254,0.1456081395662912,hypothetical protein  conserved,G1,yes
Tb927.10.8190,8.051797740151537e-09,0.024094493829374317,0.057262493016870926,0.1453474827758788,1.0,T-complex protein 1  theta subunit  putative,>4C,yes
Tb927.7.3900,0.09914341366936288,1.0,0.12023836334581176,0.40531467439168795,0.18123407551702542,vacuolar transporter chaperone  putative,G1,yes
Tb927.5.2090,0.0006744536142541487,0.1272473773325631,0.19024612773669922,0.10245229202409012,1.0,kinesin  putative,>4C,yes
Tb927.7.3880,2.397187340939773e-06,0.5627642926804709,0.24107924709499895,1.0,0.1600671740746764,Basal body protein,G2M,yes
Tb927.7.3870,0.0,0.5883140290768362,0.30631794467578005,1.0,0.057914798817198014,hypothetical protein  conserved,G2M,yes
Tb927.5.2100,0.005647328691636688,0.3856681257317337,1.0,0.4963047913009785,0.06556633158878103,RNA-binding protein  putative,S,yes
Tb927.10.8220,2.3667110896949753e-06,1.0,0.6427607509969233,0.27872310408653705,0.05013135556825005,hypothetical protein  conserved,G1,yes
Tb927.7.3840,1.2816496488456187e-07,1.0,0.26931854241630176,0.17339934756960057,0.007449379372183379,kinesin-like protein  fragment  putative,G1,yes
Tb927.10.8240,0.0005674541579969704,0.20658349547541374,0.25381772936513153,0.6376463466859723,1.0,hypothetical protein  conserved,>4C,yes
Tb927.10.8270,6.473676336787615e-05,1.0,0.3278204293329733,0.22502191271427122,0.013018613227113182,eukaryotic translation initiation factor 3 subunit c,G1,yes
Tb927.11.11780,0.028886227043650747,0.38811928443768223,1.0,0.29426321023615803,0.027805325268737104,acyl-CoA dehydrogenase  putative,S,yes
Tb927.11.11760,1.6722381810493813e-08,1.0,0.2351141839388369,0.5589984719253003,0.09257658305594205,hypothetical protein  conserved,G1,yes
Tb927.7.3710,0.018314196659880266,0.3727388075330548,0.5824990194954339,1.0,0.05103988497346516,hypothetical protein  conserved,G2M,yes
Tb927.7.3120,8.466666616726547e-05,0.11454568231671361,1.0,0.6259533882926319,0.7862760117090213,small nuclear ribonucleoprotein SmD1,S,yes
Tb927.11.11360,0.00011074414916620808,0.5327744747987129,1.0,0.3446213584777478,0.03247445212367785,receptor for activated C kinase 1,S,yes
Tb927.5.1940,1.2522370473882988e-07,0.24655636646494203,0.4402908656727024,1.0,8.770578244667951e-05,hypothetical protein  conserved,G2M,yes
Tb927.11.11090,3.293879512856789e-05,0.10395649346408765,0.24760340218158414,0.3487893003494108,1.0,Nucleoporin NUP140,>4C,yes
Tb927.7.2670,1.0861480430359072e-07,0.2213521697295016,1.0,0.40734203378147144,0.19452159861990576,zinc finger protein family member  putative,S,yes
Tb927.3.5350,0.0021722981306502827,0.3739190219588837,0.5240668588581903,1.0,0.09114815368368533,hypothetical protein  conserved,G2M,yes
Tb927.7.2650,2.5206916633834796e-08,0.02184098033570467,0.005907072809314081,0.03798204029266499,1.0,hypothetical protein  conserved,>4C,yes
Tb927.5.2770,8.241611681864936e-07,1.0,0.8128160700235806,0.2188389557052909,0.19669710710812585,SET domain containing protein  putative,G1,yes
Tb927.3.5370,0.0,0.11342103081790494,0.40702051873887046,1.0,0.005675431838132566,hypothetical protein  conserved,G2M,yes
Tb927.7.2620,0.3066535485745737,0.4668987533736517,1.0,0.44637206548072994,0.011256946180019616,SSU ribosomal protein  mitochondrial  putative,S,yes
Tb927.3.5390,1.0152708348071014e-05,1.0,0.3006648039082694,0.2059889204200308,0.09621216208928579,Ring finger domain containing protein  putative,G1,yes
Tb927.5.2790,0.058837975781147016,0.3970821839831656,1.0,0.48671482688698886,0.1296911852319131,mitochondrial DNA polymerase beta-PAK,S,yes
Tb927.10.9170,0.0003676197054121352,1.0,0.8152615196921158,0.1515526518550019,0.05470621211250383,hypothetical protein  conserved,G1,yes
Tb927.7.2550,0.002715244040369345,0.08485900548589734,0.5372163172385691,1.0,0.5751161504120551,proteasome regulatory ATPase subunit 5,G2M,yes
Tb927.5.2850,0.00795638854748567,0.06844529987896185,0.07055757489937914,0.08922739447876471,1.0,radial spoke protein RSP2  putative,>4C,yes
Tb927.7.2500,0.0032349758577342722,0.1883720623913348,0.35502269040686113,1.0,0.029864617664766877,proteasome regulatory ATPase subunit 1,G2M,yes
Tb927.10.9220,6.18604465038684e-05,1.0,0.3116730935949185,0.5771663390333631,0.1303265010229042,hypothetical protein  conserved,G1,yes
Tb927.3.5490,3.131365481996474e-08,0.05383975975253554,0.15119533201427776,0.32319627242819626,1.0,Putative intraflagellar transport protein B2,>4C,yes
Tb927.3.5500,3.788489522362982e-05,0.21457477295936642,0.08835960068380874,0.44433734420601484,1.0,DNA-directed RNA polymerase II subunit 3  putative,>4C,yes
Tb927.10.9230,0.002293675496451515,1.0,0.47700264049823116,0.4153482699628709,0.36788856956584914,beta adaptin  putative,G1,yes
Tb927.11.10970,0.043925485040065555,1.0,0.40520662054985024,0.43826242123073167,0.0688128129355403,RWD domain/Uncharacterized protein family UPF0029  putative,G1,yes
Tb927.7.2440,0.00029559968842008153,1.0,0.3396452913215668,0.20902901198409482,0.0033336079719418097,pyrroline-5-carboxylate reductase  putative,G1,yes
Tb927.3.5540,7.059974488943936e-09,0.010875528598650371,0.03211233118920413,0.05504940463544928,1.0,dynein intermediate chain WDRD34  putative,>4C,yes
Tb927.7.2400,0.005807978204302686,0.36384034848519964,1.0,0.29190088347702303,0.07363941444691377,tyrosyl-tRNA synthetase  putative,S,yes
Tb927.3.5550,0.0,0.17837060748057768,0.15378720332769552,0.422357215044704,1.0,intraflagellar transport protein 27,>4C,yes
Tb927.5.2760,0.08475492199492059,1.0,0.4265833166044053,0.5083046654483772,0.02868382380929398,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative,G1,yes
Tb927.3.5300,0.0,1.0,0.21639500274990392,0.577166339033363,0.21788045153543106,hypothetical protein  conserved,G1,yes
Tb927.10.8820,0.004692074710656482,0.2567887264842665,0.549554744296758,1.0,0.6477229710262659,hook complex protein  conserved,G2M,yes
Tb927.7.2730,3.549728651554668e-06,0.45416822029539416,0.27674863657418547,1.0,0.03050816656673556,leucine-rich repeat protein (LRRP)  putative,G2M,yes
Tb927.10.8830,0.00019036062548871452,0.24369213766843478,0.04285086364147866,0.14882150231464183,1.0,Flagellum attachment zone protein 5,>4C,yes
Tb927.5.2570,0.0,0.3565647250394417,0.30525257322972377,1.0,0.03265978252658434,eukaryotic translation initiation factor 3 subunit b,G2M,yes
Tb927.11.11310,9.6109251808316e-05,0.20695488669335907,0.3584138356762351,1.0,0.019536963132488594,hypothetical protein  conserved,G2M,yes
Tb927.11.11300,0.0,1.0,0.32926006475315334,0.10842620892654052,0.0,hypothetical protein  conserved,G1,yes
Tb927.3.5050,1.4279566019115757e-06,0.35843494499315104,1.0,0.25545852289226717,0.44279897060625906,60S ribosomal protein L4,S,yes
Tb927.3.5070,0.0003777415280707532,0.3904642211843171,0.546417463089228,1.0,0.10915269793368501,hypothetical protein  conserved,G2M,yes
Tb927.7.2950,0.0007371606717299267,0.39847689778589124,0.4356303444399157,1.0,0.17757597397403949,ATPase family associated with various cellular activities (AAA)  putative,G2M,yes
Tb927.10.8940,7.678556647426792e-05,0.05422507406964466,0.19861102397032707,0.2674643458824093,1.0,flagellum targeting protein kharon1  putative,>4C,yes
Tb927.11.11240,0.0006560728191146367,0.4143584924949648,1.0,0.47098610544156305,0.2875959045499145,hypothetical protein  conserved,S,yes
Tb927.5.2640,0.06541991088949455,1.0,0.3116074884012716,0.4313128641424792,0.2201901462963033,nicotinamide/nicotinic acid mononucleotide adenylyltransferase,G1,yes
Tb927.11.11220,1.1934176777046126e-05,0.014243607974173442,0.025111924909425324,0.06390797343640636,1.0,dynein heavy chain  putative,>4C,yes
Tb927.3.5150,0.0,0.24643323341225035,1.0,0.5803937729321672,0.002807909816369463,exonuclease  putative,S,yes
Tb927.3.5170,3.034835222236629e-07,0.169310783279916,1.0,0.4105946176406771,0.20617017600761942,mediator of rna polymerase ii transcription subunit 3,S,yes
Tb927.5.2670,0.08857987389983032,1.0,0.30867203676491173,0.13373568089842855,0.05670807055399588,hypothetical protein  conserved,G1,yes
Tb927.5.2690,0.003194163993265971,0.44863584140246554,1.0,0.3708341485987935,0.09182979709298854,inositol-1(or 4)-monophosphatase 1  putative,S,yes
Tb927.3.5220,1.2978114581220716e-06,1.0,0.5710321147261815,0.3325567600871683,0.19477947438569923,hypothetical protein  conserved,G1,yes
Tb927.5.2720,0.02007255939265423,1.0,0.38058774168863596,0.5125277003597875,0.15753948474517643,zinc finger protein ZPR1,G1,yes
Tb927.11.11130,0.0015718168922393197,0.1588164509267833,1.0,0.2505753860466779,0.05587658901502754,hypothetical protein  conserved,S,yes
Tb927.3.5280,0.04271542576231222,1.0,0.49191484427927834,0.3475539358409542,0.15356585333857464,spliceosome-associated protein 49  putative,G1,yes
Tb927.5.2740,0.040353035918845204,1.0,0.20200504880480008,0.6608896415243942,0.040615130671240104,Rab-GTPase-TBC domain containing protein  putative,G1,yes
Tb927.7.2740,0.0024258197358489894,1.0,0.45492446376280654,0.17456753772291772,0.24309204211722,hypothetical protein  conserved,G1,yes
Tb927.11.12040,0.0,0.4682024512369523,0.32950187771292855,1.0,0.04672671304036752,Cytochrome c oxidase component  putative,G2M,yes
Tb927.7.4160,0.04192714881693051,0.5479853927708662,0.738725700315723,0.26164490960328285,1.0,Fatty acid elongase,>4C,yes
Tb927.5.2880,0.0,0.252946597765667,1.0,0.460659648907879,0.07880352789069915,chaperone protein DnaJ  putative,S,yes
Tb927.10.7090,0.006776461831919388,1.0,0.2360098561845235,0.21672652622095998,0.18624228675384266,Alternative oxidase  mitochondrial,G1,yes
Tb927.10.7110,0.0007104048153222148,0.20383832001509325,0.6738634923869578,1.0,0.03994311386960364,Myo-inositol 1-phosphate synthase,G2M,yes
Tb927.3.3240,0.6674216442201636,1.0,0.47135648320232054,0.2568798744531712,0.03117809548872365,hypothetical protein  conserved,G1,yes
Tb927.3.3260,0.00010126337580909907,0.5829743615662669,0.2626125461230808,1.0,0.008790583448421182,hypothetical protein  conserved,G2M,yes
Tb927.3.3270,1.0,0.16976776471831614,0.1178545122932499,0.018967500510036126,0.0016276980198837614,ATP-dependent 6-phosphofructokinase  glycosomal,<2C,yes
Tb927.11.12950,0.005445007463420619,0.7543139689099135,0.19642767248125204,1.0,0.06571423858846824,ras-like small GTPase  putative,G2M,yes
Tb927.6.1130,0.0,0.6527885622219156,0.26628747380686213,1.0,0.027668715517229523,hypothetical protein  conserved,G2M,yes
Tb927.10.7160,0.01944741820087252,1.0,0.40358872924681294,0.4976829002474947,0.038008807643187835,procyclin-associated gene 1 (PAG1) protein  putative,G1,yes
Tb927.3.3330,0.001640311020085659,1.0,0.24935329820358468,0.15037797976074357,0.04702911762527339,heat shock protein 20  putative,G1,yes
Tb927.5.1200,0.0006558513350159603,0.44255809027591186,1.0,0.4784629256296569,0.06706146981835885,exosome complex component CSL4,S,yes
Tb927.6.1090,0.019725785556108974,0.29206447259877355,0.5736090836195553,1.0,0.12426743298402194,proteasome regulatory ATPase subunit 3,G2M,yes
Tb927.7.5270,0.008616909172075866,0.14714122877248434,1.0,0.6764028676766554,0.0014777478748434576,hypothetical protein  conserved,S,yes
Tb927.11.12840,2.7669987997509395e-06,0.32792882887414126,0.5350066037922528,0.4191760096282901,1.0,Domain of unknown function (DUF4486)  putative,>4C,yes
Tb927.7.5170,1.8043879660455375e-05,0.5669022918637447,1.0,0.2712219479881698,0.016948726278086145,60S ribosomal protein L25,S,yes
Tb927.7.5160,0.001827783577451182,0.5799853735351184,1.0,0.2185977116806751,0.07678797530876635,deoxyuridine triphosphatase  putative,S,yes
Tb927.10.7350,0.00021051656948281247,0.3113142353613368,0.3216199500049653,0.3252067928898036,1.0,hypothetical protein  conserved,>4C,yes
Tb927.5.1350,0.000977588701760918,0.3421986385648276,0.4866379503558698,1.0,0.056189295235366574,hypothetical protein  conserved,G2M,yes
Tb927.11.12720,0.19100747232877624,0.3792137440168726,1.0,0.4300067274062191,0.06080821924322088,hypothetical protein  conserved,S,yes
Tb927.11.12700,0.0,0.010634910361868486,1.0,0.34438827247941317,0.050879901771436656,hypothetical protein  conserved,S,yes
Tb927.10.7390,0.0033423746666668974,0.460412612634396,0.24190474814734808,1.0,0.01678414728990593,PHF5-like protein  putative,G2M,yes
Tb927.7.5070,0.11419473088507022,1.0,0.3316488842357655,0.5053644712894004,0.7270187650578158,hypothetical protein,G1,yes
Tb927.7.5050,6.892294482281316e-08,0.007157409824739037,3.332988857879517e-05,0.003536595426475686,1.0,hypothetical protein  conserved,>4C,yes
Tb927.5.1150,0.02462704707008686,0.42656047184287954,1.0,0.3680268336253344,0.18609421615456512,RNA helicase Prp43,S,yes
Tb927.7.5460,0.0029947586116872496,0.12093267081155046,0.49851243919501925,1.0,0.27077843012102165,exosome-associated protein 3,G2M,yes
Tb927.6.920,7.446612801820432e-09,0.48263417513822204,1.0,0.418034566657746,0.04170888371391184,helicase  putative,S,yes
Tb927.3.3190,0.18937190145806632,0.39998215003788345,0.4819440134339319,1.0,0.026109503260031072,Serine/threonine-protein kinase NEK7  putative,G2M,yes
Tb927.7.5760,6.432137464133786e-08,0.02516334874010863,0.027961452845397743,0.11281624938764576,1.0,nuclear transport factor 2 protein  putative,>4C,yes
Tb927.5.990,0.0,1.0,0.048277795710144976,0.0650144629040716,0.011309478642737692,hypothetical protein  conserved,G1,yes
Tb927.5.1000,5.435448523463101e-08,0.009075213738738938,0.1437524421841459,0.129489170580521,1.0,ubiquitin-conjugating enzyme E2  putative,>4C,yes
Tb927.3.2970,0.01118415029949945,0.4374358052068816,0.4694396240245139,1.0,0.006537614727747962,hypothetical protein  conserved,G2M,yes
Tb927.11.13120,0.07764959684986984,1.0,0.4341732909264884,0.3515048373654577,0.03513021800614544,PUB domain containing protein  putative,G1,yes
Tb927.3.3000,1.4829305923501795e-06,0.027101584577949183,0.009182832396142745,0.011806074780532435,1.0,Putative intraflagellar transport protein C3,>4C,yes
Tb927.7.5690,0.00019806442173956468,0.26335455954606224,0.4387450009992701,0.5272384319484149,1.0,SUMO-interacting motif-containing protein,>4C,yes
Tb927.6.1270,0.0,0.20273757943604445,0.2174038567782434,1.0,0.04352860473224952,PITH domain-containing protein,G2M,yes
Tb927.7.5670,2.987033531732754e-07,0.37667144846257483,0.15803089531817616,1.0,0.18652308160839975,hypothetical protein  conserved,G2M,yes
Tb927.6.1260,0.0,0.13468769744919565,1.0,0.8707462699347698,0.2922711055225458,proteasome beta-1 subunit  putative,S,yes
Tb927.3.3030,2.4472657826840443e-08,0.22785224363081227,0.9178006101496284,0.15808937918563254,1.0,phosphatidylcholine transfer protein  putative,>4C,yes
Tb927.5.1040,0.003627581307784035,1.0,0.11605434111878392,0.7016686858714505,0.005994337494813625,hypothetical protein,G1,yes
Tb927.3.3060,0.0099130409180261,1.0,0.3651134274240979,0.46188897364835796,0.038127895454436136,hypothetical protein  conserved,G1,yes
Tb927.7.5610,0.014310012275588426,0.18891323298272722,0.30456020233933667,0.32562850925511927,1.0,hypothetical protein  conserved,>4C,yes
Tb927.6.1230,6.935169661058187e-08,1.0,0.4260262866438611,0.3857605801203139,0.019805174417554767,kinetoplastid-specific phospho-protein phosphatase,G1,yes
Tb927.11.13020,0.0,0.12286179954944268,0.10220295841628305,0.21036719591513417,1.0,calmodulin,>4C,yes
Tb927.10.7010,0.006172871299372787,0.49553186835799024,1.0,0.3785146432839894,0.034036956267599686,hypothetical protein  conserved,S,yes
Tb927.7.5550,0.009037872115585686,0.44315833644491315,0.4431302944274743,1.0,0.01842435359792582,TLD  putative,G2M,yes
Tb927.10.7030,4.828751339738874e-05,1.0,0.5380120561244226,0.3260144733392685,0.014710874598418897,hypothetical protein  conserved,G1,yes
Tb927.6.1170,0.01899681555150733,1.0,0.12011535202912572,0.3827581666579128,0.09340257851652183,Aph-1 protein  putative,G1,yes
Tb927.10.7060,5.0163933318869164e-05,0.05391816459403235,0.08298183555706906,0.3515472639674718,1.0,Nucleoporin NUP96,>4C,yes
Tb927.7.5040,0.005992627319662616,0.12609191418137164,0.2173515950394811,0.8540692511930721,1.0,kinesin  putative,>4C,yes
Tb927.10.7450,0.0,0.3057614110780741,0.18266896567679394,1.0,0.09695248832847503,Ribosomal RNA processing protein 41A,G2M,yes
Tb927.5.1920,1.92003576952033e-06,0.31525622967637035,1.0,0.390680662738827,0.062040251058192865,hypothetical protein  conserved,S,yes
Tb927.3.3680,8.57155700165135e-07,1.0,0.27328600006602516,0.15058052013670115,0.223271094121373,hypothetical protein  conserved,G1,yes
Tb927.11.12350,0.011113583106750504,0.505302405379788,1.0,0.38539545262653496,0.041263023471552494,DNA photolyase  putative,S,yes
Tb927.5.1690,6.810439442842622e-05,0.07344299756508589,0.03849417739242604,0.02911685026928091,1.0,hypothetical protein  conserved,>4C,yes
Tb927.10.7710,0.03164890663789008,0.6346064563097503,1.0,0.20406011441705332,0.04985214448001686,40S ribosomal protein S8  putative,S,yes
Tb927.10.7720,0.0,0.24322515970432826,0.3522508815801647,0.5197252991424829,1.0,hypothetical protein  conserved,>4C,yes
Tb927.3.3750,2.600948305926376e-07,0.27416030271219693,1.0,0.371620769873599,0.16783200477389634,paraflagellar rod component  putative,S,yes
Tb927.7.4510,0.013729928385176574,0.34535860781803307,0.21939066196640075,0.5448954813783261,1.0,Domain of unknown function (DUF4201)  putative,>4C,yes
Tb927.11.12300,0.0006020889304908811,1.0,0.06097997749728401,0.22186914350952858,0.03853162068356179,hypothetical protein  conserved,G1,yes
Tb927.11.12280,0.006927647645994257,0.3759762618246433,0.46675975604296543,1.0,0.08601217461303229,hypothetical protein  conserved,G2M,yes
Tb927.6.630,0.0016826533742822153,1.0,0.44472685034111736,0.44972369823553854,0.16367541245272701,hypothetical protein  conserved,G1,yes
Tb927.5.1750,1.0185315861589735e-05,0.7718833228930554,1.0,0.1880250412861048,0.183047186492958,conserved protein  unknown function,S,yes
Tb927.10.7880,7.751447578807278e-05,0.02024829097622302,0.017613284392947775,0.08350287965538009,1.0,Sperm tail/Sperm tail C-terminal domain containing protein  putative,>4C,yes
Tb927.7.4340,0.018757014018184727,1.0,0.6154266356725446,0.3305030776902067,0.2798802048430163,Protein of unknown function (DUF1253)  putative,G1,yes
Tb927.7.4290,7.436148285568372e-07,0.7200566221989578,0.2259117626968472,0.3667103229694251,1.0,Nuclear distribution protein C homolog,>4C,yes
Tb927.11.12140,0.0,0.3445026835399074,0.4801384982948699,1.0,0.00552380287946909,hypothetical protein,G2M,yes
Tb927.11.12120,0.035168490762461084,0.3619416819553533,0.5727950414373192,1.0,0.11022810256782047,RNA-binding protein  putative,G2M,yes
Tb927.5.1880,0.003742813317748792,0.37913110469519395,0.27017506418316845,1.0,0.027871557556314732,inhibitor of serine peptidase (ISP)  putative,G2M,yes
Tb927.3.4000,0.08020100587987737,1.0,0.42992539492464577,0.4390996039735039,0.29557051882741847,clathrin coat assembly protein ap19  putative,G1,yes
Tb927.3.4010,0.0019412787875391876,0.2811337530860178,1.0,0.3318731138304691,0.1067863747896935,hypothetical protein,S,yes
Tb927.5.1900,3.144659447206723e-08,0.18948945218254526,0.06911380735397836,0.2662521524008441,1.0,Outer dynein arm docking complex protein 1  putative,>4C,yes
Tb927.11.12080,0.0,0.3078409065187766,1.0,0.625564401791672,0.041176891196487285,N-acetyl-D-glucosaminylphosphatidylinositol de-N-acetylase,S,yes
Tb927.7.4190,0.0,1.0,0.30885860190815806,0.5531918250692716,0.06283803169703424,zinc finger domain  LSD1 subclass  putative,G1,yes
Tb927.3.3690,5.640007912133688e-07,0.37888608614933045,0.21823837856103626,0.49759024036108707,1.0,flagellar radial spoke protein-like  putative,>4C,yes
Tb927.3.3670,0.014205868111944167,1.0,0.4646383621197062,0.43357218839971645,0.03414205132498177,Triple RNA binding domain protein 3,G1,yes
Tb927.11.12600,3.873525312998636e-05,0.3728002047379027,1.0,0.3844010157483203,0.0635681718129036,ATP-dependent DNA helicase  putative,S,yes
Tb927.5.1670,3.166630000841206e-06,0.09558119813245439,1.0,0.4800096648556139,0.05171575037662414,hypothetical protein  conserved,S,yes
Tb927.9.17760,1.0,0.41020936601688207,0.0941675702049224,0.1878902673111507,0.029501178267994872,hypothetical protein,<2C,yes
Tb927.11.12570,0.0001304569342422684,1.0,0.43212682169235944,0.4531611375248308,0.015381202358099606,kinetoplastid-specific dual specificity phosphatase  putative,G1,yes
Tb927.6.850,0.0007389038302904341,1.0,0.5523770593749113,0.3964368855330941,0.14058534392669772,ccr4-not transcription complex subunit 2,G1,yes
Tb927.10.7530,2.281794765447032e-06,1.0,0.34869296266294986,0.14994031974427396,0.0,hypothetical protein,G1,yes
Tb927.6.840,0.001610037393999524,0.08519842996563128,0.33857698346458226,0.30313001760792474,1.0,hypothetical protein  conserved,>4C,yes
Tb927.3.3450,0.0,0.02387891059332107,0.029073202187777654,0.12974864492003402,1.0,ADP-ribosylation factor-like protein 3  putative,>4C,yes
Tb927.7.4820,0.0,1.0,0.42602628664386144,0.3590772710040853,0.0,Trm112p-like protein  putative,G1,yes
Tb927.3.3470,2.2825928346201286e-05,1.0,0.13006297019810317,0.8988734388680616,0.0024648258068122484,cytochrome b5  putative,G1,yes
Tb927.7.4790,0.07945409025639968,0.04268484788104715,0.22220052641609017,1.0,0.009782940573106393,proteasome beta 6 subunit,G2M,yes
Tb927.3.3490,0.0,0.46958234526495884,1.0,0.4140946470308717,0.9364847693388035,High mobility group protein TDP1,S,yes
Tb927.3.3500,2.5266899730330975e-07,0.11604291745425713,1.0,0.36588771547073834,0.002606927105407745,hypothetical protein  conserved,S,yes
Tb927.3.3510,1.5485485048304362e-07,0.32565709533841253,1.0,0.5499268123045742,0.09938210429134967,hypothetical protein  conserved,S,yes
Tb927.3.3540,0.0,0.2101206750984271,0.6427185189187545,1.0,0.1763842425495163,Nucleoporin NUP53b,G2M,yes
Tb927.7.4720,0.11102591646945012,0.23172176894059934,0.7096061458781955,1.0,0.1214908302373394,hypothetical protein,G2M,yes
Tb927.7.4700,7.954712872172591e-05,0.331346143728456,0.09532528699985021,1.0,0.4763521257866188,WD domain  G-beta repeat  putative,G2M,yes
Tb927.3.3570,0.00072343948585752,0.1606095630571752,0.22494635547117553,1.0,0.011596173143626858,hypothetical protein  conserved,G2M,yes
Tb927.9.17670,0.018880476120086434,0.41477745195352206,0.507840178447509,1.0,0.043940319700708656,hypothetical protein  conserved,G2M,yes
Tb927.7.4670,7.493807340284146e-07,0.0033583746419352874,1.0,0.14395499900829795,0.0014083032004997683,ribosomal RNA processing protein 4,S,yes
Tb927.5.1610,2.208441666814538e-06,0.23658631700888672,1.0,0.12870584188063994,5.267330904034076e-05,60S ribosomal protein L13a  putative,S,yes
Tb927.11.12410,0.004991852480322888,0.16802210785731958,0.251230283481584,0.5135062247956954,1.0,kinetoplastid kinetochore protein 10,>4C,yes
